Line 1: 1790,1457 -> OK
Line 1710: 84,411 -> OK
Line 1711: 856,1120 -> OK
Line 1712: 1796,1462 -> OK
Line 1713: 1366,1330 -> OK
Line 1714: 84,580 -> OK
Line 1715: 1782,1224 -> OK
Line 1716: 90,415 -> OK
Line 1717: 92,487 -> OK
Line 1718: 68,1175 -> OK
Line 1719: 62,560 -> OK
Line 1720: 568,1330 -> OK
Line 1721: 910,952 -> OK
Line 1722: 682,552 -> OK
Line 1723: 1794,603 -> OK
Line 1724: 102,528 -> OK
Line 1725: 514,439 -> OK
Line 1726: 1796,1403 -> OK
Line 1727: 90,421 -> OK
Line 1728: 98,1107 -> OK
Line 1729: 62,1463 -> OK
Line 1730: 1788,1224 -> OK
Line 1731: 80,782 -> OK
Line 1732: 1024,825 -> OK
Line 1733: 1788,1463 -> OK
Line 1734: 1594,1282 -> OK
Line 1735: 1808,870 -> OK
Line 1736: 1790,1128 -> OK
Line 1737: 78,413 -> OK
Line 1738: 72,862 -> OK
Line 1739: 1794,941 -> OK
Line 1740: 856,1121 -> OK
Line 1741: 340,1299 -> OK
Line 1742: 74,487 -> OK
Line 1743: 514,552 -> OK
Line 1744: 1790,1097 -> OK
Line 1745: 1808,1283 -> OK
Line 1746: 1818,992 -> OK
Line 1747: 1776,1212 -> OK
Line 1748: 1796,1438 -> OK
Line 1749: 96,419 -> OK
Line 1750: 1252,1279 -> OK
Line 1751: 86,614 -> OK
Line 1752: 90,483 -> OK
Line 1753: 1784,1092 -> OK
Line 1754: 96,1095 -> OK
Line 1755: 78,1292 -> OK
Line 1756: 90,612 -> OK
Line 1757: 1594,1093 -> OK
Line 1758: 62,487 -> OK
Line 1759: 1800,1434 -> OK
Line 1760: 1790,1147 -> OK
Line 1761: 1252,606 -> OK
Line 1762: 1784,1125 -> OK
Line 1763: 72,443 -> OK
Line 1764: 1540,984 -> OK
Line 1765: 1812,1407 -> OK
Line 1766: 1366,1330 -> OK
Line 1767: 96,758 -> OK
Line 1768: 74,937 -> OK
Line 1769: 286,612 -> OK
Line 1770: 90,420 -> OK
Line 1771: 682,428 -> OK
Line 1772: 1808,634 -> OK
Line 1773: 1252,1415 -> OK
Line 1774: 1812,1450 -> OK
Line 1775: 1198,1124 -> OK
Line 1776: 108,471 -> OK
Line 1777: 682,781 -> OK
Line 1778: 102,445 -> OK
Line 1779: 1312,1442 -> OK
Line 1780: 1814,1236 -> OK
Line 1781: 68,650 -> OK
Line 1782: 1806,1268 -> OK
Line 1783: 682,487 -> OK
Line 1784: 1812,890 -> OK
Line 1785: 1594,929 -> OK
Line 1786: 1540,1379 -> OK
Line 1787: 1802,1101 -> OK
Line 1788: 628,937 -> OK
Line 1789: 86,1016 -> OK
Line 1790: 1024,1128 -> OK
Line 1791: 340,608 -> OK
Line 1792: 1788,1467 -> OK
Line 1793: 74,674 -> OK
Line 1794: 1198,1295 -> OK
Line 1795: 1312,1065 -> OK
Line 1796: 1540,945 -> OK
Line 1797: 1540,1117 -> OK
Line 1798: 74,765 -> OK
Line 1799: 1788,1462 -> OK
Line 1800: 910,938 -> OK
Line 1801: 970,1095 -> OK
Line 1802: 108,479 -> OK
Line 1803: 682,707 -> OK
Line 1804: 1790,767 -> OK
Line 1805: 78,436 -> OK
Line 1806: 1814,1151 -> OK
Line 1807: 96,766 -> OK
Line 1808: 1594,866 -> OK
Line 1809: 104,666 -> OK
Line 1810: 62,1358 -> OK
Line 1811: 98,552 -> OK
Line 1812: 628,957 -> OK
Line 1813: 1540,942 -> OK
Line 1814: 1778,1350 -> OK
Line 1815: 340,594 -> OK
Line 1816: 970,1000 -> OK
Line 1817: 1024,1037 -> OK
Line 1818: 1814,757 -> OK
Line 1819: 108,412 -> OK
Line 1820: 90,427 -> OK
Line 1821: 1024,1097 -> OK
Line 1822: 80,536 -> OK
Line 1823: 1024,407 -> OK
Line 1824: 1024,782 -> OK
Line 1825: 84,1415 -> OK
Line 1826: 68,437 -> OK
Line 1827: 1800,1471 -> OK
Line 1828: 1778,1108 -> OK
Line 1829: 68,433 -> OK
Line 1830: 340,757 -> OK
Line 1831: 1772,1439 -> OK
Line 1832: 286,579 -> OK
Line 1833: 628,674 -> OK
Line 1834: 96,548 -> OK
Line 1835: 1784,759 -> OK
Line 1836: 80,409 -> OK
Line 1837: 1818,925 -> OK
Line 1838: 1024,976 -> OK
Line 1839: 1812,1415 -> OK
Line 1840: 86,1290 -> OK
Line 1841: 1800,1338 -> OK
Line 1842: 910,886 -> OK
Line 1843: 1802,1275 -> OK
Line 1844: 286,1053 -> OK
Line 1845: 98,1121 -> OK
Line 1846: 108,499 -> OK
Line 1847: 92,412 -> OK
Line 1848: 78,413 -> OK
Line 1849: 1790,938 -> OK
Line 1850: 68,1471 -> OK
Line 1851: 1312,984 -> OK
Line 1852: 84,421 -> OK
Line 1853: 102,436 -> OK
Line 1854: 856,1151 -> OK
Line 1855: 628,443 -> OK
Line 1856: 340,439 -> OK
Line 1857: 682,603 -> OK
Line 1858: 1198,1091 -> OK
Line 1859: 1782,1240 -> OK
Line 1860: 90,421 -> OK
Line 1861: 1594,1463 -> OK
Line 1862: 84,412 -> OK
Line 1863: 1812,420 -> OK
Line 1864: 66,475 -> OK
Line 1865: 1366,1299 -> OK
Line 1866: 514,944 -> OK
Line 1867: 1818,1433 -> OK
Line 1868: 682,759 -> OK
Line 1869: 1252,1208 -> OK
Line 1870: 1198,1108 -> OK
Line 1871: 1312,1415 -> OK
Line 1872: 1814,1442 -> OK
Line 1873: 68,662 -> OK
Line 1874: 1818,1127 -> OK
Line 1875: 1814,662 -> OK
Line 1876: 1800,615 -> OK
Line 1877: 1540,1280 -> OK
Line 1878: 1252,785 -> OK
Line 1879: 1814,1092 -> OK
Line 1880: 96,424 -> OK
Line 1881: 1312,1244 -> OK
Line 1882: 74,928 -> OK
Line 1883: 80,658 -> OK
Line 1884: 1790,1111 -> OK
Line 1885: 108,924 -> OK
Line 1886: 1794,1033 -> OK
Line 1887: 1814,1115 -> OK
Line 1888: 340,1232 -> OK
Line 1889: 102,762 -> OK
Line 1890: 84,1000 -> OK
Line 1891: 1198,1069 -> OK
Line 1892: 1800,435 -> OK
Line 1893: 682,785 -> OK
Line 1894: 1594,1109 -> OK
Line 1895: 1794,1061 -> OK
Line 1896: 1806,1283 -> OK
Line 1897: 628,600 -> OK
Line 1898: 104,409 -> OK
Line 1899: 1788,1395 -> OK
Line 1900: 66,596 -> OK
Line 1901: 1788,1119 -> OK
Line 1902: 68,634 -> OK
Line 1903: 78,417 -> OK
Line 1904: 856,921 -> OK
Line 1905: 98,419 -> OK
Line 1906: 102,762 -> OK
Line 1907: 856,949 -> OK
Line 1908: 96,591 -> OK
Line 1909: 108,1461 -> OK
Line 1910: 98,411 -> OK
Line 1911: 78,674 -> OK
Line 1912: 68,602 -> OK
Line 1913: 1782,1103 -> OK
Line 1914: 72,424 -> OK
Line 1915: 1778,1375 -> OK
Line 1916: 1784,1267 -> OK
Line 1917: 86,878 -> OK
Line 1918: 628,765 -> OK
Line 1919: 910,1004 -> OK
Line 1920: 84,421 -> OK
Line 1921: 80,479 -> OK
Line 1922: 1788,423 -> OK
Line 1923: 340,775 -> OK
Line 1924: 1772,749 -> OK
Line 1925: 1814,1407 -> OK
Line 1926: 1778,936 -> OK
Line 1927: 514,588 -> OK
Line 1928: 66,407 -> OK
Line 1929: 86,415 -> OK
Line 1930: 1784,1041 -> OK
Line 1931: 1818,1446 -> OK
Line 1932: 1802,841 -> OK
Line 1933: 72,467 -> OK
Line 1934: 514,586 -> OK
Line 1935: 98,757 -> OK
Line 1936: 92,1286 -> OK
Line 1937: 1252,1065 -> OK
Line 1938: 568,1112 -> OK
Line 1939: 68,603 -> OK
Line 1940: 108,930 -> OK
Line 1941: 1776,1069 -> OK
Line 1942: 1540,1399 -> OK
Line 1943: 78,443 -> OK
Line 1944: 92,1232 -> OK
Line 1945: 1796,1244 -> OK
Line 1946: 1594,1466 -> OK
Line 1947: 1312,946 -> OK
Line 1948: 340,785 -> OK
Line 1949: 910,612 -> OK
Line 1950: 340,762 -> OK
Line 1951: 78,616 -> OK
Line 1952: 1024,1033 -> OK
Line 1953: 1540,1271 -> OK
Line 1954: 514,440 -> OK
Line 1955: 1800,1100 -> OK
Line 1956: 80,606 -> OK
Line 1957: 92,444 -> OK
Line 1958: 628,1004 -> OK
Line 1959: 1782,1171 -> OK
Line 1960: 1782,1287 -> OK
Line 1961: 856,996 -> OK
Line 1962: 102,870 -> OK
Line 1963: 1540,934 -> OK
Line 1964: 80,870 -> OK
Line 1965: 1814,1295 -> OK
Line 1966: 1198,1458 -> OK
Line 1967: 1594,1458 -> OK
Line 1968: 1198,1228 -> OK
Line 1969: 78,992 -> OK
Line 1970: 108,1446 -> OK
Line 1971: 1808,1147 -> OK
Line 1972: 72,777 -> OK
Line 1973: 1540,1447 -> OK
Line 1974: 1778,1271 -> OK
Line 1975: 970,614 -> OK
Line 1976: 682,417 -> OK
Line 1977: 514,711 -> OK
Line 1978: 78,544 -> OK
Line 1979: 856,984 -> OK
Line 1980: 108,436 -> OK
Line 1981: 1312,1216 -> OK
Line 1982: 1802,662 -> OK
Line 1983: 72,770 -> OK
Line 1984: 1806,1470 -> OK
Line 1985: 1312,1330 -> OK
Line 1986: 96,590 -> OK
Line 1987: 96,416 -> OK
Line 1988: 1812,1151 -> OK
Line 1989: 1802,1411 -> OK
Line 1990: 102,433 -> OK
Line 1991: 66,1465 -> OK
Line 1992: 970,837 -> OK
Line 1993: 1772,1275 -> OK
Line 1994: 568,928 -> OK
Line 1995: 286,443 -> OK
Line 1996: 1594,1461 -> OK
Line 1997: 74,604 -> OK
Line 1998: 1778,1375 -> OK
Line 1999: 1776,920 -> OK
Line 2000: 62,948 -> OK
Line 2001: 86,936 -> OK
Line 2002: 1594,1220 -> OK
Line 2003: 1796,1270 -> OK
Line 2004: 74,602 -> OK
Line 2005: 108,886 -> OK
Line 2006: 62,420 -> OK
Line 2007: 1252,750 -> OK
Line 2008: 1594,444 -> OK
Line 2009: 1812,1450 -> OK
Line 2010: 628,841 -> OK
Line 2011: 1540,1280 -> OK
Line 2012: 86,878 -> OK
Line 2013: 1198,1167 -> OK
Line 2014: 1812,946 -> OK
Line 2015: 68,1326 -> OK
Line 2016: 1794,1454 -> OK
Line 2017: 1772,1113 -> OK
Line 2018: 1814,1220 -> OK
Line 2019: 90,614 -> OK
Line 2020: 86,614 -> OK
Line 2021: 1782,1458 -> OK
Line 2022: 1312,598 -> OK
Line 2023: 514,1439 -> OK
Line 2024: 1802,1437 -> OK
Line 2025: 1198,1129 -> OK
Line 2026: 1818,942 -> OK
Line 2027: 86,1041 -> OK
Line 2028: 910,941 -> OK
Line 2029: 1594,1462 -> OK
Line 2030: 970,1099 -> OK
Line 2031: 1808,837 -> OK
Line 2032: 102,1286 -> OK
Line 2033: 1198,1004 -> OK
Line 2034: 1198,1045 -> OK
Line 2035: 92,556 -> OK
Line 2036: 102,699 -> OK
Line 2037: 1198,1000 -> OK
Line 2038: 1252,1016 -> OK
Line 2039: 1778,1318 -> OK
Line 2040: 72,520 -> OK
Line 2041: 1790,958 -> OK
Line 2042: 1540,1179 -> OK
Line 2043: 1252,1299 -> OK
Line 2044: 1024,929 -> OK
Line 2045: 1784,587 -> OK
Line 2046: 340,433 -> OK
Line 2047: 1540,1471 -> OK
Line 2048: 1772,1450 -> OK
Line 2049: 970,779 -> OK
Line 2050: 98,870 -> OK
Line 2051: 1594,707 -> OK
Line 2052: 1198,770 -> OK
Line 2053: 970,1037 -> OK
Line 2054: 628,1443 -> OK
Line 2055: 1808,1435 -> OK
Line 2056: 856,1415 -> OK
Line 2057: 1784,1322 -> OK
Line 2058: 1818,1123 -> OK
Line 2059: 1312,1318 -> OK
Line 2060: 1800,1375 -> OK
Line 2061: 102,431 -> OK
Line 2062: 102,937 -> OK
Line 2063: 78,607 -> OK
Line 2064: 72,439 -> OK
Line 2065: 92,1053 -> OK
Line 2066: 1800,419 -> OK
Line 2067: 66,596 -> OK
Line 2068: 1784,942 -> OK
Line 2069: 86,616 -> OK
Line 2070: 856,1286 -> OK
Line 2071: 66,925 -> OK
Line 2072: 92,753 -> OK
Line 2073: 1024,930 -> OK
Line 2074: 1794,1101 -> OK
Line 2075: 856,1279 -> OK
Line 2076: 856,487 -> OK
Line 2077: 1790,1096 -> OK
Line 2078: 628,1155 -> OK
Line 2079: 68,707 -> OK
Line 2080: 102,666 -> OK
Line 2081: 568,595 -> OK
Line 2082: 66,638 -> OK
Line 2083: 286,439 -> OK
Line 2084: 78,606 -> OK
Line 2085: 78,1109 -> OK
Line 2086: 90,894 -> OK
Line 2087: 1540,1358 -> OK
Line 2088: 86,616 -> OK
Line 2089: 1788,604 -> OK
Line 2090: 1366,1099 -> OK
Line 2091: 68,595 -> OK
Line 2092: 74,429 -> OK
Line 2093: 1540,1216 -> OK
Line 2094: 286,950 -> OK
Line 2095: 1794,1100 -> OK
Line 2096: 68,932 -> OK
Line 2097: 1802,1457 -> OK
Line 2098: 970,870 -> OK
Line 2099: 98,1041 -> OK
Line 2100: 1806,1107 -> OK
Line 2101: 1806,1263 -> OK
Line 2102: 1312,1283 -> OK
Line 2103: 1252,606 -> OK
Line 2104: 1198,1065 -> OK
Line 2105: 1800,1391 -> OK
Line 2106: 1776,532 -> OK
Line 2107: 1778,1449 -> OK
Line 2108: 78,503 -> OK
Line 2109: 96,463 -> OK
Line 2110: 1252,1287 -> OK
Line 2111: 84,416 -> OK
Line 2112: 84,424 -> OK
Line 2113: 1366,1232 -> OK
Line 2114: 108,432 -> OK
Line 2115: 1252,1399 -> OK
Line 2116: 1794,1435 -> OK
Line 2117: 74,719 -> OK
Line 2118: 1796,1391 -> OK
Line 2119: 1782,1129 -> OK
Line 2120: 98,936 -> OK
Line 2121: 1252,1125 -> OK
Line 2122: 80,1334 -> OK
Line 2123: 72,413 -> OK
Line 2124: 1788,1334 -> OK
Line 2125: 68,1099 -> OK
Line 2126: 1818,762 -> OK
Line 2127: 1024,429 -> OK
Line 2128: 1782,1462 -> OK
Line 2129: 68,779 -> OK
Line 2130: 970,662 -> OK
Line 2131: 78,421 -> OK
Line 2132: 856,1012 -> OK
Line 2133: 104,595 -> OK
Line 2134: 98,556 -> OK
Line 2135: 1784,1204 -> OK
Line 2136: 1594,1467 -> OK
Line 2137: 1540,1278 -> OK
Line 2138: 66,938 -> OK
Line 2139: 1806,785 -> OK
Line 2140: 568,1282 -> OK
Line 2141: 1784,774 -> OK
Line 2142: 514,583 -> OK
Line 2143: 86,1411 -> OK
Line 2144: 1818,1123 -> OK
Line 2145: 1782,1458 -> OK
Line 2146: 1796,1457 -> OK
Line 2147: 90,491 -> OK
Line 2148: 1366,1232 -> OK
Line 2149: 1812,950 -> OK
Line 2150: 1024,411 -> OK
Line 2151: 74,862 -> OK
Line 2152: 1794,1299 -> OK
Line 2153: 682,1016 -> OK
Line 2154: 910,782 -> OK
Line 2155: 104,432 -> OK
Line 2156: 104,695 -> OK
Line 2157: 72,602 -> OK
Line 2158: 1818,1159 -> OK
Line 2159: 62,427 -> OK
Line 2160: 68,467 -> OK
Line 2161: 1802,1407 -> OK
Line 2162: 1198,719 -> OK
Line 2163: 62,825 -> OK
Line 2164: 1808,1244 -> OK
Line 2165: 1594,1129 -> OK
Line 2166: 628,938 -> OK
Line 2167: 1252,1411 -> OK
Line 2168: 108,1383 -> OK
Line 2169: 1808,1278 -> OK
Line 2170: 1782,528 -> OK
Line 2171: 68,536 -> OK
Line 2172: 1794,1330 -> OK
Line 2173: 1790,1220 -> OK
Line 2174: 1814,1433 -> OK
Line 2175: 1024,928 -> OK
Line 2176: 1794,1008 -> OK
Line 2177: 1312,1279 -> OK
Line 2178: 72,415 -> OK
Line 2179: 1818,1125 -> OK
Line 2180: 74,829 -> OK
Line 2181: 98,520 -> OK
Line 2182: 68,540 -> OK
Line 2183: 1776,1272 -> OK
Line 2184: 74,775 -> OK
Line 2185: 1818,1455 -> OK
Line 2186: 514,988 -> OK
Line 2187: 72,431 -> OK
Line 2188: 1808,429 -> OK
Line 2189: 286,616 -> OK
Line 2190: 1788,1433 -> OK
Line 2191: 856,781 -> OK
Line 2192: 1788,1224 -> OK
Line 2193: 514,600 -> OK
Line 2194: 1772,614 -> OK
Line 2195: 970,941 -> OK
Line 2196: 78,829 -> OK
Line 2197: 1788,762 -> OK
Line 2198: 1252,715 -> OK
Line 2199: 1366,1403 -> OK
Line 2200: 1790,1467 -> OK
Line 2201: 1312,646 -> OK
Line 2202: 1800,1454 -> OK
Line 2203: 1312,1441 -> OK
Line 2204: 86,777 -> OK
Line 2205: 1594,1471 -> OK
Line 2206: 102,408 -> OK
Line 2207: 84,1268 -> OK
Line 2208: 1788,421 -> OK
Line 2209: 92,754 -> OK
Line 2210: 1818,1411 -> OK
Line 2211: 1594,1379 -> OK
Line 2212: 86,650 -> OK
Line 2213: 92,491 -> OK
Line 2214: 1778,1411 -> OK
Line 2215: 72,475 -> OK
Line 2216: 1814,1119 -> OK
Line 2217: 1594,588 -> OK
Line 2218: 1794,1147 -> OK
Line 2219: 628,1450 -> OK
Line 2220: 628,984 -> OK
Line 2221: 1024,1155 -> OK
Line 2222: 514,611 -> OK
Line 2223: 62,1183 -> OK
Line 2224: 1806,945 -> OK
Line 2225: 1594,1073 -> OK
Line 2226: 1806,1350 -> OK
Line 2227: 514,938 -> OK
Line 2228: 1778,421 -> OK
Line 2229: 1788,1399 -> OK
Line 2230: 102,420 -> OK
Line 2231: 568,1091 -> OK
Line 2232: 1788,1299 -> OK
Line 2233: 66,433 -> OK
Line 2234: 910,1407 -> OK
Line 2235: 910,1108 -> OK
Line 2236: 856,1220 -> OK
Line 2237: 1252,920 -> OK
Line 2238: 1806,1379 -> OK
Line 2239: 102,825 -> OK
Line 2240: 1818,1290 -> OK
Line 2241: 62,608 -> OK
Line 2242: 78,1100 -> OK
Line 2243: 1784,1278 -> OK
Line 2244: 1802,1437 -> OK
Line 2245: 682,587 -> OK
Line 2246: 1772,1403 -> OK
Line 2247: 856,1053 -> OK
Line 2248: 1806,1447 -> OK
Line 2249: 98,590 -> OK
Line 2250: 90,412 -> OK
Line 2251: 1800,1463 -> OK
Line 2252: 628,703 -> OK
Line 2253: 682,785 -> OK
Line 2254: 104,759 -> OK
Line 2255: 74,1129 -> OK
Line 2256: 1802,1004 -> OK
Line 2257: 1024,1097 -> OK
Line 2258: 1784,758 -> OK
Line 2259: 96,837 -> OK
Line 2260: 90,595 -> OK
Line 2261: 1594,1292 -> OK
Line 2262: 970,592 -> OK
Line 2263: 1772,423 -> OK
Line 2264: 1818,1105 -> OK
Line 2265: 1024,1457 -> OK
Line 2266: 568,580 -> OK
Line 2267: 1782,1326 -> OK
Line 2268: 1252,1470 -> OK
Line 2269: 970,1093 -> OK
Line 2270: 1806,1274 -> OK
Line 2271: 1782,1399 -> OK
Line 2272: 568,587 -> OK
Line 2273: 1814,1224 -> OK
Line 2274: 1808,781 -> OK
Line 2275: 568,578 -> OK
Line 2276: 102,495 -> OK
Line 2277: 1814,1267 -> OK
Line 2278: 1812,1411 -> OK
Line 2279: 74,763 -> OK
Line 2280: 1772,1268 -> OK
Line 2281: 970,870 -> OK
Line 2282: 96,945 -> OK
Line 2283: 1198,1240 -> OK
Line 2284: 1814,1121 -> OK
Line 2285: 1024,1288 -> OK
Line 2286: 1784,878 -> OK
Line 2287: 1800,1451 -> OK
Line 2288: 74,429 -> OK
Line 2289: 568,933 -> OK
Line 2290: 1024,1093 -> OK
Line 2291: 1802,1208 -> OK
Line 2292: 1812,1267 -> OK
Line 2293: 1790,902 -> OK
Line 2294: 74,829 -> OK
Line 2295: 104,612 -> OK
Line 2296: 628,711 -> OK
Line 2297: 970,933 -> OK
Line 2298: 1788,595 -> OK
Line 2299: 1772,1346 -> OK
Line 2300: 90,479 -> OK
Line 2301: 80,415 -> OK
Line 2302: 1814,1187 -> OK
Line 2303: 66,471 -> OK
Line 2304: 1366,1129 -> OK
Line 2305: 1540,946 -> OK
Line 2306: 68,762 -> OK
Line 2307: 1252,1445 -> OK
Line 2308: 1198,1292 -> OK
Line 2309: 80,1099 -> OK
Line 2310: 1814,1263 -> OK
Line 2311: 108,415 -> OK
Line 2312: 1808,1434 -> OK
Line 2313: 1594,924 -> OK
Line 2314: 568,432 -> OK
Line 2315: 1800,1467 -> OK
Line 2316: 102,1274 -> OK
Line 2317: 856,590 -> OK
Line 2318: 1814,1099 -> OK
Line 2319: 1024,556 -> OK
Line 2320: 96,616 -> OK
Line 2321: 1800,1275 -> OK
Line 2322: 1312,1279 -> OK
Line 2323: 970,952 -> OK
Line 2324: 1778,1455 -> OK
Line 2325: 1790,495 -> OK
Line 2326: 1790,1228 -> OK
Line 2327: 74,666 -> OK
Line 2328: 1198,934 -> OK
Line 2329: 1198,524 -> OK
Line 2330: 102,536 -> OK
Line 2331: 1594,1391 -> OK
Line 2332: 340,544 -> OK
Line 2333: 80,417 -> OK
Line 2334: 1814,1415 -> OK
Line 2335: 568,594 -> OK
Line 2336: 104,703 -> OK
Line 2337: 102,579 -> OK
Line 2338: 340,929 -> OK
Line 2339: 1806,1179 -> OK
Line 2340: 1812,1442 -> OK
Line 2341: 1772,711 -> OK
Line 2342: 1252,1334 -> OK
Line 2343: 74,777 -> OK
Line 2344: 84,707 -> OK
Line 2345: 1198,707 -> OK
Line 2346: 96,421 -> OK
Line 2347: 514,695 -> OK
Line 2348: 102,992 -> OK
Line 2349: 62,650 -> OK
Line 2350: 1312,1279 -> OK
Line 2351: 1794,1466 -> OK
Line 2352: 1366,1442 -> OK
Line 2353: 84,411 -> OK
Line 2354: 72,766 -> OK
Line 2355: 1540,1469 -> OK
Line 2356: 286,413 -> OK
Line 2357: 80,536 -> OK
Line 2358: 102,582 -> OK
Line 2359: 1312,1441 -> OK
Line 2360: 1312,1453 -> OK
Line 2361: 1778,491 -> OK
Line 2362: 102,940 -> OK
Line 2363: 1782,1057 -> OK
Line 2364: 1778,1183 -> OK
Line 2365: 62,754 -> OK
Line 2366: 90,409 -> OK
Line 2367: 1252,1296 -> OK
Line 2368: 1794,1295 -> OK
Line 2369: 1814,1220 -> OK
Line 2370: 66,600 -> OK
Line 2371: 108,421 -> OK
Line 2372: 1814,1053 -> OK
Line 2373: 68,536 -> OK
Line 2374: 1198,1296 -> OK
Line 2375: 1818,1395 -> OK
Line 2376: 1772,1280 -> OK
Line 2377: 286,753 -> OK
Line 2378: 104,419 -> OK
Line 2379: 1794,1407 -> OK
Line 2380: 90,650 -> OK
Line 2381: 514,487 -> OK
Line 2382: 1024,727 -> OK
Line 2383: 80,934 -> OK
Line 2384: 96,825 -> OK
Line 2385: 1772,759 -> OK
Line 2386: 1818,1287 -> OK
Line 2387: 1252,1053 -> OK
Line 2388: 1772,1244 -> OK
Line 2389: 1790,1455 -> OK
Line 2390: 80,445 -> OK
Line 2391: 1794,1379 -> OK
Line 2392: 1812,946 -> OK
Line 2393: 628,763 -> OK
Line 2394: 84,616 -> OK
Line 2395: 62,691 -> OK
Line 2396: 1808,1471 -> OK
Line 2397: 98,691 -> OK
Line 2398: 92,785 -> OK
Line 2399: 66,642 -> OK
Line 2400: 74,580 -> OK
Line 2401: 86,443 -> OK
Line 2402: 1776,1119 -> OK
Line 2403: 1814,1447 -> OK
Line 2404: 970,1415 -> OK
Line 2405: 1366,1274 -> OK
Line 2406: 970,1228 -> OK
Line 2407: 98,1120 -> OK
Line 2408: 1818,1411 -> OK
Line 2409: 1806,1224 -> OK
Line 2410: 1198,1469 -> OK
Line 2411: 1024,924 -> OK
Line 2412: 96,483 -> OK
Line 2413: 72,536 -> OK
Line 2414: 1776,1342 -> OK
Line 2415: 910,1109 -> OK
Line 2416: 1800,1096 -> OK
Line 2417: 1252,944 -> OK
Line 2418: 1796,1116 -> OK
Line 2419: 108,1065 -> OK
Line 2420: 568,771 -> OK
Line 2421: 970,1065 -> OK
Line 2422: 682,1290 -> OK
Line 2423: 970,771 -> OK
Line 2424: 682,408 -> OK
Line 2425: 1778,408 -> OK
Line 2426: 1312,1004 -> OK
Line 2427: 1794,1224 -> OK
Line 2428: 1540,1175 -> OK
Line 2429: 68,440 -> OK
Line 2430: 1778,1121 -> OK
Line 2431: 92,445 -> OK
Line 2432: 1312,1220 -> OK
Line 2433: 628,634 -> OK
Line 2434: 1540,540 -> OK
Line 2435: 1594,1457 -> OK
Line 2436: 1024,813 -> OK
Line 2437: 98,691 -> OK
Line 2438: 910,942 -> OK
Line 2439: 1784,1461 -> OK
Line 2440: 628,1266 -> OK
Line 2441: 1594,1264 -> OK
Line 2442: 78,610 -> OK
Line 2443: 66,1224 -> OK
Line 2444: 1800,1399 -> OK
Line 2445: 1776,1458 -> OK
Line 2446: 102,436 -> OK
Line 2447: 628,731 -> OK
Line 2448: 80,437 -> OK
Line 2449: 66,611 -> OK
Line 2450: 970,932 -> OK
Line 2451: 286,1391 -> OK
Line 2452: 1594,419 -> OK
Line 2453: 74,1037 -> OK
Line 2454: 1312,1387 -> OK
Line 2455: 1540,1437 -> OK
Line 2456: 1802,1275 -> OK
Line 2457: 1776,1350 -> OK
Line 2458: 92,440 -> OK
Line 2459: 1540,1379 -> OK
Line 2460: 1814,1318 -> OK
Line 2461: 1788,1065 -> OK
Line 2462: 102,595 -> OK
Line 2463: 1818,1354 -> OK
Line 2464: 72,495 -> OK
Line 2465: 1808,1383 -> OK
Line 2466: 286,634 -> OK
Line 2467: 80,841 -> OK
Line 2468: 514,445 -> OK
Line 2469: 1366,1458 -> OK
Line 2470: 340,762 -> OK
Line 2471: 1808,584 -> OK
Line 2472: 1312,444 -> OK
Line 2473: 970,1000 -> OK
Line 2474: 1772,1065 -> OK
Line 2475: 86,582 -> OK
Line 2476: 1024,487 -> OK
Line 2477: 286,1453 -> OK
Line 2478: 1794,1117 -> OK
Line 2479: 1778,1407 -> OK
Line 2480: 1594,928 -> OK
Line 2481: 340,699 -> OK
Line 2482: 92,420 -> OK
Line 2483: 340,958 -> OK
Line 2484: 104,600 -> OK
Line 2485: 568,634 -> OK
Line 2486: 514,1262 -> OK
Line 2487: 74,1433 -> OK
Line 2488: 62,428 -> OK
Line 2489: 1800,1101 -> OK
Line 2490: 682,444 -> OK
Line 2491: 1252,691 -> OK
Line 2492: 1252,435 -> OK
Line 2493: 1814,1183 -> OK
Line 2494: 68,595 -> OK
Line 2495: 86,595 -> OK
Line 2496: 90,587 -> OK
Line 2497: 1024,596 -> OK
Line 2498: 1794,1276 -> OK
Line 2499: 1784,1387 -> OK
Line 2500: 1808,719 -> OK
Line 2501: 66,727 -> OK
Line 2502: 1252,920 -> OK
Line 2503: 1198,1462 -> OK
Line 2504: 1252,1183 -> OK
Line 2505: 1312,813 -> OK
Line 2506: 682,1280 -> OK
Line 2507: 86,1012 -> OK
Line 2508: 1778,1216 -> OK
Line 2509: 910,770 -> OK
Line 2510: 1800,1274 -> OK
Line 2511: 682,707 -> OK
Line 2512: 66,440 -> OK
Line 2513: 1776,890 -> OK
Line 2514: 628,1128 -> OK
Line 2515: 62,1387 -> OK
Line 2516: 98,1045 -> OK
Line 2517: 1312,1175 -> OK
Line 2518: 1198,1099 -> OK
Line 2519: 98,544 -> OK
Line 2520: 1806,1437 -> OK
Line 2521: 1790,1470 -> OK
Line 2522: 1776,1447 -> OK
Line 2523: 1788,1037 -> OK
Line 2524: 92,421 -> OK
Line 2525: 1796,646 -> OK
Line 2526: 74,1282 -> OK
Line 2527: 628,1459 -> OK
Line 2528: 1806,1108 -> OK
Line 2529: 628,603 -> OK
Line 2530: 1778,1411 -> OK
Line 2531: 1782,703 -> OK
Line 2532: 1366,1096 -> OK
Line 2533: 1814,1111 -> OK
